PERTURB,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,2.5328474037263993,-3.08896817629805,0.23433778230573074,1.0039519589919974,1.6534158187245676,-2.4091017884271286,1.102872568887416,1.2514333515231428,2.198573236143139,0.6956989608005271,0.6086825386472094,2.1532391936508146,-0.2486487127206444,0.45302754413150237,1.6995838311158786,0.12862478000032251,0.1397327684870893,-0.006143209219751132,0.8168663601776306,0.7358121224433637,-0.5893007392630646,-0.040868205651764564,-1.1914315156104192,1.5719395381459584,1.6041866753649257,0.8363512137657464,1.523539438955853,-0.8312016942677404,1.773142535698675,-0.10406598290775437
3.0,1.7278963650957235,5.245075194923454,0.5064061471976014,0.1751372192477629,0.11828132555376214,-1.0361769852738738,0.37869221760962346,-0.9252830804295104,0.1805702297763269,-0.5358664907093114,-0.9091626242197454,-1.9014507040095459,-0.5336746957795061,1.5961067024575446,-0.41264893496649213,-2.6476561388194506,1.288716398256457,-1.2686366347153109,0.6368027726220578,-0.2349177884056592,-0.7855103830791024,-0.8439218757919457,-1.7396078872925147,-1.258387122599295,2.517973344403171,0.24080741653533716,0.7633215144794507,0.08120533820298165,1.4254063125648604,-0.05390770345699145
0.0,-12.992676572386323,2.6293033675255746,8.454482898922691,4.7653565370078415,-0.7816236882310623,4.956256105238762,2.147511314184803,-4.2629452443975735,4.001549818033999,-0.634183020736931,-2.0189300204654543,-1.2429579799738915,-2.1591098518911855,0.8713412513773321,-2.5504168074920694,1.2532477939785909,1.4080929959200732,0.012864014585206932,-0.19270765931574,-1.9826958403671635,-1.8552315336864347,0.5297637194190028,0.07600373855291423,-0.47435974715627915,0.29012987306588733,-0.7361191054741761,0.6363708664292458,-0.3531412683608212,-1.2645445080006807,-0.3711391355711061
0.0,1.9833040218872318,-0.8251171053817089,0.19492050423889995,-1.0245719083557294,-1.3922281075790401,-1.468850584355812,0.38428974084353695,-0.9817137200384612,1.3445893399168933,1.7464459870018476,0.9205149964737506,-2.4653392213744953,0.014628053809374052,-0.015916888966733638,1.575863749633453,-1.3002969598657033,-0.7327991992558712,-0.7575278745369582,1.806808839920232,0.8594855100267033,1.909360691921339,-1.4412117012373917,0.8494842865149315,2.024160355498551,1.501841420875715,0.9893067711298532,-0.6260717832125965,-1.405974281988041,-0.389100672886473,-0.8535121739733842
3.0,1.2332543222638133,1.8340681382105748,1.7324664429492924,-0.7330875046343817,1.8298231483667327,-0.4400897804438652,0.6160093819661435,-0.6621429872157778,0.05913400640145535,1.5641376012662571,2.8862676914832783,-0.7195070283461267,-3.09986666170496,-0.48685226839501666,0.6134422713829182,-1.2934249166321934,0.8089620783649268,0.6149253699590277,-0.07637321867965356,1.1081573897508414,0.688543658012498,-0.6223907709023122,-0.4595610223708364,-0.0926962265140663,-0.6025500637253033,-0.8607778678130461,-1.0320824237750097,0.3149392586412455,-0.16659135348559045,-0.18772007448804173
0.0,2.762526780755569,4.248873762959077,-0.04742983441784701,-1.3796367048176388,-4.495563394483501,-6.326298269763753,2.443023545353901,0.7155130228171279,1.8013279035401906,-2.3683343364522655,-0.5163479361371908,1.3354859364947036,0.8925500954669184,-1.5522698610855854,1.7074046901391764,-0.4666726311039146,0.4114045864857182,-0.08808152505549866,0.3739170531087243,0.7031287009660551,-0.8123437194807462,0.13378355699905403,-1.2184967809226612,0.6445174306474564,1.0657088731064128,0.4161254704028481,1.142738909326232,0.09443316579616873,-0.015397761759643488,0.5567478522931422
1.0,-0.30437743906690534,12.03933515652478,0.49804865241023333,-2.1208200268573596,-7.532656814823709,0.5808249269258986,-11.865266734612556,-3.3666627145331995,-1.3435337332097899,2.478764837184708,3.5786048146157774,4.928101675000422,-1.6012396997589768,3.3028472789427914,0.558282679518914,-1.6333477946845638,-1.979922815297515,0.7250375380266781,0.017429280720593472,1.2581674642159975,0.8746710075493049,1.952716637116731,0.7354948054402802,1.3136020060767055,0.8385306727355002,1.258414142762336,-2.8505598351561283,1.2338315338065464,-2.4801643281087946,-2.5960003040959556
1.0,2.6411523277478053,10.812933952295069,-4.374152569938226,-0.2316809424805486,-3.4628877799361906,4.343685791717495,-9.595578770461833,-1.8918122568956461,-0.42802764590010783,2.8357001940625843,0.4940901977571175,2.321865038383286,1.3181392005353498,-3.5880006833774583,-1.9386308397750034,1.377691821449479,0.609853899184149,-1.5049827181289066,0.8918050244558594,3.382452122352155,1.8041189509815645,2.746637701716259,-3.9879872414514255,0.5240351498485749,-1.4862488324344565,1.2470815281738383,2.1963046285942847,-2.836524120995773,2.2262443901266122,0.38411813798312344
1.0,0.8430970127707679,3.648355404602999,1.4465085655480072,0.7633151697617979,1.1764808480979334,-1.1620963429874915,-0.16778485387736256,0.01651129387156289,-2.145687791986924,-0.12374847666776091,-1.7862340056591575,-0.4047282767985961,0.5666901882569896,-1.9333971022595844,1.7591434232332983,-1.1224330275759884,-0.4722946815118179,0.5651272201180481,-0.5545328277234283,-0.11997494619470515,-0.026978472962399434,1.1474549471491817,0.8113236195780194,0.19335408384279645,-0.0212974707602692,0.8562023649841681,1.0027090742122207,1.183696354268539,-0.05441390145150549,-0.5652629566468692
1.0,1.0018538576071483,13.902402149820563,-0.5381160257258557,-4.747255129387336,-5.734710945729813,3.712488382164011,-11.633784896214287,-4.878685008769457,-2.238193904373012,2.6766194167681867,4.770922802218915,5.0003830506316485,-0.32564747798231963,1.9458287780057784,-2.1843372397558425,-0.7795414448216129,-1.163442392604025,1.0344324193166488,0.3049729439720623,1.0946714103574247,0.5960500873988713,-0.2352295267531962,-0.1469537262886844,-0.08435258208869337,0.17461063777846916,-0.14549340577974104,-1.1426794052107114,1.7739294653651676,-1.9070367946784406,-1.779965856077473
